chr17-3580000	chr17	3580000	3590000	+	28.2107026383655
chr17-3590000	chr17	3590000	3600000	+	21.7084552600961
chr17-3600000	chr17	3600000	3610000	+	11.2866111099698
chr17-3610000	chr17	3610000	3620000	+	0.370040874182212
chr17-3620000	chr17	3620000	3630000	+	-8.13289848387032
chr17-3630000	chr17	3630000	3640000	+	-14.0419960896887
chr17-3640000	chr17	3640000	3650000	+	-19.7054759049234
chr17-3650000	chr17	3650000	3660000	+	-20.2916197523108
chr17-3660000	chr17	3660000	3670000	+	-18.1959346416307
chr17-3670000	chr17	3670000	3680000	+	-18.9133668760989
chr17-3680000	chr17	3680000	3690000	+	-19.0340607692861
chr17-3690000	chr17	3690000	3700000	+	-21.7468402068113
chr17-3700000	chr17	3700000	3710000	+	-24.607791914703
chr17-3710000	chr17	3710000	3720000	+	-24.4983837096411
chr17-3720000	chr17	3720000	3730000	+	-26.0917413665374
chr17-3730000	chr17	3730000	3740000	+	-26.3672210492415
chr17-3740000	chr17	3740000	3750000	+	-27.3209015022942
chr17-3750000	chr17	3750000	3760000	+	-28.1009428085606
chr17-3760000	chr17	3760000	3770000	+	-33.0824630800025
chr17-3770000	chr17	3770000	3780000	+	-32.9207458126276
chr17-3780000	chr17	3780000	3790000	+	-38.1704132363377
chr17-3790000	chr17	3790000	3800000	+	-40.5558223714639
chr17-3800000	chr17	3800000	3810000	+	-40.4958315917623
chr17-3810000	chr17	3810000	3820000	+	-44.1314768236891
chr17-3820000	chr17	3820000	3830000	+	-45.581202746819
chr17-3830000	chr17	3830000	3840000	+	-46.2495379202475
chr17-3840000	chr17	3840000	3850000	+	-45.8793007451864
chr17-3850000	chr17	3850000	3860000	+	-48.7790946900931
chr17-3860000	chr17	3860000	3870000	+	-48.9390747245434
chr17-3870000	chr17	3870000	3880000	+	-51.4954352889926
chr17-3880000	chr17	3880000	3890000	+	-48.6766960979269
chr17-3890000	chr17	3890000	3900000	+	-47.5616722073108
chr17-3900000	chr17	3900000	3910000	+	-49.756375024251
chr17-3910000	chr17	3910000	3920000	+	-49.3166098045867
chr17-3920000	chr17	3920000	3930000	+	-47.3111205550973
chr17-3930000	chr17	3930000	3940000	+	-48.0332241119555
chr17-3940000	chr17	3940000	3950000	+	-47.1476158614835
chr17-3950000	chr17	3950000	3960000	+	-45.5422915528321
chr17-3960000	chr17	3960000	3970000	+	-46.5672764501498
chr17-3970000	chr17	3970000	3980000	+	-44.4998015547329
chr17-3980000	chr17	3980000	3990000	+	-45.5934762961726
chr17-3990000	chr17	3990000	4000000	+	-46.92948916336
chr17-4000000	chr17	4000000	4010000	+	-46.4662210053549
chr17-4010000	chr17	4010000	4020000	+	-44.1799956024415
chr17-4020000	chr17	4020000	4030000	+	-43.0229372557962
chr17-4030000	chr17	4030000	4040000	+	-42.3161511512901
chr17-4040000	chr17	4040000	4050000	+	-41.2342883842262
chr17-4050000	chr17	4050000	4060000	+	-37.4223897903769
chr17-4060000	chr17	4060000	4070000	+	-37.020234671906
chr17-4070000	chr17	4070000	4080000	+	-39.9631608807548
chr17-4080000	chr17	4080000	4090000	+	-41.0108702282737
chr17-4090000	chr17	4090000	4100000	+	-38.9482687888482
chr17-4100000	chr17	4100000	4110000	+	-37.2240270876368
chr17-4110000	chr17	4110000	4120000	+	-38.2839872693532
chr17-4120000	chr17	4120000	4130000	+	-38.0953469757602
chr17-4130000	chr17	4130000	4140000	+	-37.2688604848877
chr17-4140000	chr17	4140000	4150000	+	-36.3702669719257
chr17-4150000	chr17	4150000	4160000	+	-37.6084112493894
chr17-4160000	chr17	4160000	4170000	+	-35.3377512449233
chr17-4170000	chr17	4170000	4180000	+	-30.1827387564827
chr17-4180000	chr17	4180000	4190000	+	-30.4111273029533
chr17-4190000	chr17	4190000	4200000	+	-32.1678820769202
chr17-4200000	chr17	4200000	4210000	+	-28.6275593809571
chr17-4210000	chr17	4210000	4220000	+	-29.3774778622364
chr17-4220000	chr17	4220000	4230000	+	-30.2276009530846
chr17-4230000	chr17	4230000	4240000	+	-29.3574164937103
chr17-4240000	chr17	4240000	4250000	+	-29.8496039362793
chr17-4250000	chr17	4250000	4260000	+	-29.491071278328
chr17-4260000	chr17	4260000	4270000	+	-30.6854804455801
chr17-4270000	chr17	4270000	4280000	+	-36.4147503435578
chr17-4280000	chr17	4280000	4290000	+	-37.6128159440535
chr17-4290000	chr17	4290000	4300000	+	-37.0001215212953
chr17-4300000	chr17	4300000	4310000	+	-39.6171125465588
chr17-4310000	chr17	4310000	4320000	+	-40.7388014164448
chr17-4320000	chr17	4320000	4330000	+	-43.203347609376
chr17-4330000	chr17	4330000	4340000	+	-44.3650715172111
chr17-4340000	chr17	4340000	4350000	+	-42.6441603970287
chr17-4350000	chr17	4350000	4360000	+	-39.488679370957
chr17-4360000	chr17	4360000	4370000	+	-39.7226886038268
chr17-4370000	chr17	4370000	4380000	+	-37.642891845597
chr17-4380000	chr17	4380000	4390000	+	-34.3540202870055
chr17-4390000	chr17	4390000	4400000	+	-31.5303511461408
chr17-4400000	chr17	4400000	4410000	+	-30.1641582389551
chr17-4410000	chr17	4410000	4420000	+	-30.0919774533772
chr17-4420000	chr17	4420000	4430000	+	-30.3140033077067
chr17-4430000	chr17	4430000	4440000	+	-26.6840412326672
chr17-4440000	chr17	4440000	4450000	+	-29.1266723850591
chr17-4450000	chr17	4450000	4460000	+	-28.6220190312811
chr17-4460000	chr17	4460000	4470000	+	-26.6612229542227
chr17-4470000	chr17	4470000	4480000	+	-24.287657277859
chr17-4480000	chr17	4480000	4490000	+	-25.9919464863528
chr17-4490000	chr17	4490000	4500000	+	-28.4104465996004
chr17-4500000	chr17	4500000	4510000	+	-28.0773215213146
chr17-4510000	chr17	4510000	4520000	+	-27.6413396930613
chr17-4520000	chr17	4520000	4530000	+	-27.7243972413925
chr17-4530000	chr17	4530000	4540000	+	-26.5796570038988
chr17-4540000	chr17	4540000	4550000	+	-23.0836639456576
chr17-4550000	chr17	4550000	4560000	+	-26.589151768014
chr17-4560000	chr17	4560000	4570000	+	-26.6398679397966
chr17-4570000	chr17	4570000	4580000	+	-27.9351856166302
chr17-4580000	chr17	4580000	4590000	+	-25.7744117655973
chr17-4590000	chr17	4590000	4600000	+	-22.884485492634
chr17-4600000	chr17	4600000	4610000	+	-22.7460945280571
chr17-4610000	chr17	4610000	4620000	+	-19.2219636351221
chr17-4620000	chr17	4620000	4630000	+	-17.6160756250161
chr17-4630000	chr17	4630000	4640000	+	-18.2503987630122
chr17-4640000	chr17	4640000	4650000	+	-18.6456206055809
chr17-4650000	chr17	4650000	4660000	+	-15.7411455947747
chr17-4660000	chr17	4660000	4670000	+	-14.0958975099738
chr17-4670000	chr17	4670000	4680000	+	-9.38898763661977
chr17-4680000	chr17	4680000	4690000	+	-9.71103021231534
chr17-4690000	chr17	4690000	4700000	+	-8.58408636571514
chr17-4700000	chr17	4700000	4710000	+	-5.05744967480683
chr17-4710000	chr17	4710000	4720000	+	-2.3684150739945
chr17-4720000	chr17	4720000	4730000	+	1.39934150354902
chr17-4730000	chr17	4730000	4740000	+	8.51187762020873
chr17-4740000	chr17	4740000	4750000	+	19.5152084596653
chr17-4750000	chr17	4750000	4760000	+	20.7813803438188
chr17-4760000	chr17	4760000	4770000	+	22.6973894405524
chr17-4770000	chr17	4770000	4780000	+	23.8024299336013
chr17-4780000	chr17	4780000	4790000	+	29.2886671996542
chr17-4790000	chr17	4790000	4800000	+	32.3266294974369
chr17-4800000	chr17	4800000	4810000	+	32.9860174039194
chr17-4810000	chr17	4810000	4820000	+	33.3900282304733
chr17-4820000	chr17	4820000	4830000	+	41.2749934139472
chr17-4830000	chr17	4830000	4840000	+	36.5447176927756
chr17-4840000	chr17	4840000	4850000	+	35.4781679556333
chr17-4850000	chr17	4850000	4860000	+	37.5865719319683
chr17-4860000	chr17	4860000	4870000	+	45.7715408004502
chr17-4870000	chr17	4870000	4880000	+	52.7985991197239
chr17-4880000	chr17	4880000	4890000	+	56.6879398288881
chr17-4890000	chr17	4890000	4900000	+	60.6732216667909
chr17-4900000	chr17	4900000	4910000	+	62.4399774080556
chr17-4910000	chr17	4910000	4920000	+	67.3016344689461
chr17-4920000	chr17	4920000	4930000	+	67.117954320415
chr17-4930000	chr17	4930000	4940000	+	73.8806248144717
chr17-4940000	chr17	4940000	4950000	+	77.6709210271294
chr17-4950000	chr17	4950000	4960000	+	81.9298641909562
chr17-4960000	chr17	4960000	4970000	+	81.49313759356
chr17-4970000	chr17	4970000	4980000	+	82.0915990779763
chr17-4980000	chr17	4980000	4990000	+	83.0368284113697
chr17-4990000	chr17	4990000	5000000	+	82.9408930471604
chr17-5000000	chr17	5000000	5010000	+	83.8769228059308
chr17-5010000	chr17	5010000	5020000	+	84.8128856309286
chr17-5020000	chr17	5020000	5030000	+	87.0036979507751
chr17-5030000	chr17	5030000	5040000	+	86.6105380434414
chr17-5040000	chr17	5040000	5050000	+	81.6743303339711
chr17-5050000	chr17	5050000	5060000	+	80.1204312489865
chr17-5060000	chr17	5060000	5070000	+	79.0726635517287
chr17-5070000	chr17	5070000	5080000	+	80.3407203708833
chr17-5080000	chr17	5080000	5090000	+	78.4459504046762
chr17-5090000	chr17	5090000	5100000	+	81.7822617558449
chr17-5100000	chr17	5100000	5110000	+	79.1079531003219
chr17-5110000	chr17	5110000	5120000	+	80.1917456032231
chr17-5120000	chr17	5120000	5130000	+	82.8924940646363
chr17-5130000	chr17	5130000	5140000	+	88.9963293526949
chr17-5140000	chr17	5140000	5150000	+	90.4496106543406
chr17-5150000	chr17	5150000	5160000	+	93.700846142568
chr17-5160000	chr17	5160000	5170000	+	96.4311603950362
chr17-5170000	chr17	5170000	5180000	+	96.1092321638171
chr17-5180000	chr17	5180000	5190000	+	93.8364293830925
chr17-5190000	chr17	5190000	5200000	+	93.8402409896442
chr17-5200000	chr17	5200000	5210000	+	95.0570852924532
chr17-5210000	chr17	5210000	5220000	+	93.7133083392003
chr17-5220000	chr17	5220000	5230000	+	91.3411568556284
chr17-5230000	chr17	5230000	5240000	+	88.9671175332648
chr17-5240000	chr17	5240000	5250000	+	86.1008021963705
chr17-5250000	chr17	5250000	5260000	+	82.8202012761514
chr17-5260000	chr17	5260000	5270000	+	79.4176400062838
chr17-5270000	chr17	5270000	5280000	+	77.6161535355669
chr17-5280000	chr17	5280000	5290000	+	83.1134848521658
chr17-5290000	chr17	5290000	5300000	+	83.3612294487386
chr17-5300000	chr17	5300000	5310000	+	84.6511008317499
chr17-5310000	chr17	5310000	5320000	+	84.2176075747391
chr17-5320000	chr17	5320000	5330000	+	83.4740939639803
chr17-5330000	chr17	5330000	5340000	+	79.3917086066124
chr17-5340000	chr17	5340000	5350000	+	80.2756565090445
chr17-5350000	chr17	5350000	5360000	+	77.935386606017
chr17-5360000	chr17	5360000	5370000	+	74.0915376881949
chr17-5370000	chr17	5370000	5380000	+	77.736669239063
chr17-5380000	chr17	5380000	5390000	+	76.4633277168377
chr17-5390000	chr17	5390000	5400000	+	78.44451771326
chr17-5400000	chr17	5400000	5410000	+	75.6448487393877
chr17-5410000	chr17	5410000	5420000	+	75.4359582867864
chr17-5420000	chr17	5420000	5430000	+	75.274615612903
chr17-5430000	chr17	5430000	5440000	+	78.8820628176365
chr17-5440000	chr17	5440000	5450000	+	86.2857298453079
chr17-5450000	chr17	5450000	5460000	+	87.2841872174494
chr17-5460000	chr17	5460000	5470000	+	88.8990878506946
chr17-5470000	chr17	5470000	5480000	+	83.8258742988345
chr17-5480000	chr17	5480000	5490000	+	80.9989083889983
chr17-5490000	chr17	5490000	5500000	+	79.6773836724748
chr17-5500000	chr17	5500000	5510000	+	79.8277748123015
chr17-5510000	chr17	5510000	5520000	+	80.9024048782262
chr17-5520000	chr17	5520000	5530000	+	81.8815366002158
chr17-5530000	chr17	5530000	5540000	+	80.3886006238437
chr17-5540000	chr17	5540000	5550000	+	73.0101370754173
chr17-5550000	chr17	5550000	5560000	+	70.3288671503015
chr17-5560000	chr17	5560000	5570000	+	70.4018761332242
chr17-5570000	chr17	5570000	5580000	+	73.5749203297438
chr17-5580000	chr17	5580000	5590000	+	75.2931645281913
chr17-5590000	chr17	5590000	5600000	+	75.546074062588
chr17-5600000	chr17	5600000	5610000	+	74.5595273890715
chr17-5610000	chr17	5610000	5620000	+	72.4171039699226
chr17-5620000	chr17	5620000	5630000	+	67.6532521608037
chr17-5630000	chr17	5630000	5640000	+	67.2613686271542
chr17-5640000	chr17	5640000	5650000	+	67.0945528725021
chr17-5650000	chr17	5650000	5660000	+	66.2108383930003
chr17-5660000	chr17	5660000	5670000	+	65.8873465953333
chr17-5670000	chr17	5670000	5680000	+	65.5548594689544
chr17-5680000	chr17	5680000	5690000	+	65.439195172451
chr17-5690000	chr17	5690000	5700000	+	66.547345879445
chr17-5700000	chr17	5700000	5710000	+	70.2369623576782
chr17-5710000	chr17	5710000	5720000	+	72.1868512294364
chr17-5720000	chr17	5720000	5730000	+	75.8369484312631
chr17-5730000	chr17	5730000	5740000	+	74.7736744749595
chr17-5740000	chr17	5740000	5750000	+	75.8939790588797
chr17-5750000	chr17	5750000	5760000	+	85.5511487702115
chr17-5760000	chr17	5760000	5770000	+	91.1846986954743
chr17-5770000	chr17	5770000	5780000	+	90.1173179217808
chr17-5780000	chr17	5780000	5790000	+	87.3675621540537
chr17-5790000	chr17	5790000	5800000	+	85.4320997088636
chr17-5800000	chr17	5800000	5810000	+	82.964572769083
chr17-5810000	chr17	5810000	5820000	+	79.7727468479789
chr17-5820000	chr17	5820000	5830000	+	78.4585494857908
chr17-5830000	chr17	5830000	5840000	+	79.447841064065
chr17-5840000	chr17	5840000	5850000	+	76.7206944289761
chr17-5900000	chr17	5900000	5910000	+	65.3562331542415
chr17-5910000	chr17	5910000	5920000	+	73.5576131741151
chr17-5920000	chr17	5920000	5930000	+	80.7228805989572
chr17-5930000	chr17	5930000	5940000	+	93.0498375837972
chr17-5940000	chr17	5940000	5950000	+	95.9988704450485
chr17-5950000	chr17	5950000	5960000	+	101.952357157597
chr17-5960000	chr17	5960000	5970000	+	104.507942878824
chr17-5970000	chr17	5970000	5980000	+	109.033945136025
chr17-5980000	chr17	5980000	5990000	+	111.818100331518
chr17-5990000	chr17	5990000	6000000	+	114.758593904131
chr17-6000000	chr17	6000000	6010000	+	115.259494306283
chr17-6010000	chr17	6010000	6020000	+	113.97895655693
chr17-6020000	chr17	6020000	6030000	+	116.789366249498
chr17-6030000	chr17	6030000	6040000	+	113.65325595996
chr17-6040000	chr17	6040000	6050000	+	114.308707923692
chr17-6050000	chr17	6050000	6060000	+	114.600276091548
chr17-6060000	chr17	6060000	6070000	+	115.207972720459
chr17-6070000	chr17	6070000	6080000	+	114.091305955034
chr17-6080000	chr17	6080000	6090000	+	115.030393775034
chr17-6090000	chr17	6090000	6100000	+	114.866528072576
chr17-6100000	chr17	6100000	6110000	+	112.106520452872
chr17-6110000	chr17	6110000	6120000	+	110.30874188428
chr17-6120000	chr17	6120000	6130000	+	104.88805332277
chr17-6130000	chr17	6130000	6140000	+	106.263113182876
chr17-6140000	chr17	6140000	6150000	+	102.549317170035
chr17-6150000	chr17	6150000	6160000	+	98.5604351456789
chr17-6160000	chr17	6160000	6170000	+	98.0277209106549
chr17-6170000	chr17	6170000	6180000	+	96.0494958501472
chr17-6180000	chr17	6180000	6190000	+	89.0774040630258
chr17-6190000	chr17	6190000	6200000	+	83.623278442965
chr17-6200000	chr17	6200000	6210000	+	80.0090397441901
chr17-6210000	chr17	6210000	6220000	+	73.9274160090974
chr17-6220000	chr17	6220000	6230000	+	68.0863235386164
chr17-6230000	chr17	6230000	6240000	+	59.1991616184349
chr17-6240000	chr17	6240000	6250000	+	54.2793503866199
chr17-6250000	chr17	6250000	6260000	+	51.0216631286249
chr17-6890000	chr17	6890000	6900000	+	47.2875026437137
chr17-6900000	chr17	6900000	6910000	+	58.3775622001528
chr17-6910000	chr17	6910000	6920000	+	68.0356537481432
chr17-6920000	chr17	6920000	6930000	+	73.3494173040406
chr17-6930000	chr17	6930000	6940000	+	80.9221809277854
chr17-6940000	chr17	6940000	6950000	+	86.2098033162308
chr17-6950000	chr17	6950000	6960000	+	88.8924487786095
chr17-6960000	chr17	6960000	6970000	+	91.3863872595326
chr17-6970000	chr17	6970000	6980000	+	93.7389268129591
chr17-6980000	chr17	6980000	6990000	+	98.3254974067673
chr17-6990000	chr17	6990000	7000000	+	96.2822067313041
chr17-7000000	chr17	7000000	7010000	+	95.5510913671214
chr17-7010000	chr17	7010000	7020000	+	90.3611302028514
chr17-7020000	chr17	7020000	7030000	+	84.9727917861744
chr17-7030000	chr17	7030000	7040000	+	81.1764685847047
chr17-7040000	chr17	7040000	7050000	+	77.7637947883098
chr17-7050000	chr17	7050000	7060000	+	73.2193985135134
chr17-7060000	chr17	7060000	7070000	+	68.9331603674926
chr17-7070000	chr17	7070000	7080000	+	63.3528136912679
chr17-7080000	chr17	7080000	7090000	+	55.8149477022375
chr17-7090000	chr17	7090000	7100000	+	54.5018867450325
chr17-7100000	chr17	7100000	7110000	+	49.4125834955558
chr17-7110000	chr17	7110000	7120000	+	45.5852133607262
chr17-7120000	chr17	7120000	7130000	+	42.9854160812693
chr17-7300000	chr17	7300000	7310000	+	52.6488240726043
chr17-7310000	chr17	7310000	7320000	+	67.1171698253226
chr17-7320000	chr17	7320000	7330000	+	77.208513629945
chr17-7330000	chr17	7330000	7340000	+	86.3282919430406
chr17-7340000	chr17	7340000	7350000	+	94.5804706859809
chr17-7350000	chr17	7350000	7360000	+	95.7367186955053
chr17-7360000	chr17	7360000	7370000	+	99.3061989919469
chr17-7370000	chr17	7370000	7380000	+	101.937688163381
chr17-7380000	chr17	7380000	7390000	+	102.257082940148
chr17-7390000	chr17	7390000	7400000	+	102.033657061015
chr17-7400000	chr17	7400000	7410000	+	103.156889709541
chr17-7410000	chr17	7410000	7420000	+	101.595891121435
chr17-7420000	chr17	7420000	7430000	+	100.309964488689
chr17-7430000	chr17	7430000	7440000	+	96.3693492266471
chr17-7440000	chr17	7440000	7450000	+	95.234619645368
chr17-7450000	chr17	7450000	7460000	+	92.7233463123337
chr17-7460000	chr17	7460000	7470000	+	86.7248285555791
chr17-7470000	chr17	7470000	7480000	+	80.7740390565094
chr17-7480000	chr17	7480000	7490000	+	79.326314522649
chr17-7490000	chr17	7490000	7500000	+	75.4280641997801
chr17-7500000	chr17	7500000	7510000	+	69.5822545795583
chr17-7510000	chr17	7510000	7520000	+	64.6224965417279
chr17-7520000	chr17	7520000	7530000	+	59.1020390348594
chr17-7530000	chr17	7530000	7540000	+	53.0058901068955
chr17-7600000	chr17	7600000	7610000	+	6.2540025175153
chr17-7610000	chr17	7610000	7620000	+	10.0896475700371
chr17-7620000	chr17	7620000	7630000	+	10.1878306730337
chr17-7630000	chr17	7630000	7640000	+	10.0731757183494
chr17-7640000	chr17	7640000	7650000	+	10.413374215918
chr17-7650000	chr17	7650000	7660000	+	10.0519570509402
chr17-7660000	chr17	7660000	7670000	+	9.36005386041795
chr17-7670000	chr17	7670000	7680000	+	3.98802622751559
chr17-7680000	chr17	7680000	7690000	+	10.0821344673631
chr17-7690000	chr17	7690000	7700000	+	7.08315656755508
chr17-7700000	chr17	7700000	7710000	+	5.97115367026863
chr17-7710000	chr17	7710000	7720000	+	5.72565931665188
chr17-7720000	chr17	7720000	7730000	+	7.79082877925345
chr17-7730000	chr17	7730000	7740000	+	5.1880004501597
chr17-7740000	chr17	7740000	7750000	+	4.64007047183894
chr17-7750000	chr17	7750000	7760000	+	4.54357721767007
chr17-7760000	chr17	7760000	7770000	+	4.83941046117425
chr17-7770000	chr17	7770000	7780000	+	6.6766591674742
chr17-7780000	chr17	7780000	7790000	+	1.69701426422219
chr17-7790000	chr17	7790000	7800000	+	-0.203195702492983
chr17-7800000	chr17	7800000	7810000	+	-4.87798665796846
chr17-7810000	chr17	7810000	7820000	+	-9.01962695548603
chr17-7820000	chr17	7820000	7830000	+	-11.4591628821185
chr17-7830000	chr17	7830000	7840000	+	-8.38211027182109
chr17-7840000	chr17	7840000	7850000	+	-7.62438721173545
chr17-7850000	chr17	7850000	7860000	+	-9.60052639157195
chr17-7860000	chr17	7860000	7870000	+	-10.0793107228032
chr17-7870000	chr17	7870000	7880000	+	-12.6705719626693
chr17-7880000	chr17	7880000	7890000	+	-11.4956207611241
chr17-7890000	chr17	7890000	7900000	+	-9.79164236974115
chr17-7900000	chr17	7900000	7910000	+	-8.66454434559786
chr17-7910000	chr17	7910000	7920000	+	-8.3056559763989
chr17-7920000	chr17	7920000	7930000	+	-8.24010874513124
chr17-7930000	chr17	7930000	7940000	+	-10.959798035305
chr17-7940000	chr17	7940000	7950000	+	-14.0278511339566
chr17-7950000	chr17	7950000	7960000	+	-11.5499202402424
chr17-7960000	chr17	7960000	7970000	+	-11.9861576735786
chr17-7970000	chr17	7970000	7980000	+	-10.1586811522893
chr17-8320000	chr17	8320000	8330000	+	54.5460081153895
chr17-8330000	chr17	8330000	8340000	+	60.1423116612438
chr17-8340000	chr17	8340000	8350000	+	55.804919811089
chr17-8350000	chr17	8350000	8360000	+	56.5028337174651
chr17-8360000	chr17	8360000	8370000	+	55.3345324195589
chr17-8370000	chr17	8370000	8380000	+	55.6167500736673
chr17-8380000	chr17	8380000	8390000	+	54.5389662203595
chr17-8390000	chr17	8390000	8400000	+	52.3135373656052
chr17-8400000	chr17	8400000	8410000	+	57.8072489440299
chr17-8410000	chr17	8410000	8420000	+	57.6840754797221
chr17-8420000	chr17	8420000	8430000	+	62.5145898657261
chr17-8430000	chr17	8430000	8440000	+	64.2667593636899
chr17-8440000	chr17	8440000	8450000	+	70.1232255552284
chr17-8450000	chr17	8450000	8460000	+	79.7452317343453
chr17-8460000	chr17	8460000	8470000	+	84.0655700459099
chr17-8470000	chr17	8470000	8480000	+	86.8004450010151
chr17-8480000	chr17	8480000	8490000	+	88.5745239750103
chr17-8490000	chr17	8490000	8500000	+	89.248731959755
chr17-8500000	chr17	8500000	8510000	+	86.8762465789953
chr17-8510000	chr17	8510000	8520000	+	82.7146318793436
chr17-8520000	chr17	8520000	8530000	+	77.5203063491768
chr17-8530000	chr17	8530000	8540000	+	74.169581529565
chr17-8540000	chr17	8540000	8550000	+	69.1808429707168
chr17-8550000	chr17	8550000	8560000	+	59.7422003681595
chr17-8560000	chr17	8560000	8570000	+	53.1074503497991
chr17-8570000	chr17	8570000	8580000	+	48.2380559551576
chr17-8580000	chr17	8580000	8590000	+	45.4951722514671
chr17-8590000	chr17	8590000	8600000	+	41.0875582341872
chr17-8600000	chr17	8600000	8610000	+	37.044313914177
chr17-8610000	chr17	8610000	8620000	+	32.1893148118794
chr17-8620000	chr17	8620000	8630000	+	26.6830391130696
chr17-8630000	chr17	8630000	8640000	+	19.4294853785129
chr17-8640000	chr17	8640000	8650000	+	18.2117266631878
chr17-8650000	chr17	8650000	8660000	+	15.6281586627782
chr17-8660000	chr17	8660000	8670000	+	16.2381429011715
chr17-8670000	chr17	8670000	8680000	+	17.1491302887159
chr17-8680000	chr17	8680000	8690000	+	18.2912738615936
chr17-8690000	chr17	8690000	8700000	+	19.6923461675732
chr17-8700000	chr17	8700000	8710000	+	19.2037208853575
chr17-8710000	chr17	8710000	8720000	+	17.9151389157228
chr17-8720000	chr17	8720000	8730000	+	16.9660517518225
chr17-8730000	chr17	8730000	8740000	+	16.3317641060239
chr17-8740000	chr17	8740000	8750000	+	19.6859996986245
chr17-8750000	chr17	8750000	8760000	+	18.5322178951335
chr17-8760000	chr17	8760000	8770000	+	18.2510571477244
chr17-8770000	chr17	8770000	8780000	+	17.4303868916093
chr17-8780000	chr17	8780000	8790000	+	15.3785700312653
chr17-8790000	chr17	8790000	8800000	+	16.6459396204526
chr17-8800000	chr17	8800000	8810000	+	17.6551586990381
chr17-8810000	chr17	8810000	8820000	+	18.3393504680954
chr17-8820000	chr17	8820000	8830000	+	20.4104565022455
chr17-8830000	chr17	8830000	8840000	+	17.4021559083133
chr17-8840000	chr17	8840000	8850000	+	14.3452752180204
chr17-8850000	chr17	8850000	8860000	+	15.183086026004
chr17-8860000	chr17	8860000	8870000	+	12.317522382514
chr17-8870000	chr17	8870000	8880000	+	10.9592806362923
chr17-8880000	chr17	8880000	8890000	+	12.545474820385
chr17-8890000	chr17	8890000	8900000	+	9.34589949550922
chr17-8900000	chr17	8900000	8910000	+	10.1778580355241
chr17-8910000	chr17	8910000	8920000	+	10.2885604994935
chr17-8920000	chr17	8920000	8930000	+	11.5294499626567
